pID|ProjectName|ProjectTeam|ProjectOwner|ProjectDescription|ProjectCategoryId
381|Alerts|Margaret Cherry,FREDDIE krikorian,Peter CESARONI,REBECCA McGuire|roroor DELFIN|Forms Management System-Alert and Case Management System|4
382|Storage|Christopher Wujnovich,Sheila Hagler,Michael Scott,Keven Robinson|D.Flint Maslin|Forms Management System-Documentum Primary Instance|4
383|Development tool|FREDDIE krikorian,Peter CESARONI,REBECCA McGuire,Brian Tenenblatt|Michelle Fairbanks|Form   Enterprise Component|4
384|Communication|Sheila Hagler,Michael Scott,Keven Robinson,Kerryn Risley|Randy Harding|Gateways (firm gaetway, reg and sec, compliance calendar) |4
385|Data security management|Peter CESARONI,REBECCA McGuire,Brian Tenenblatt,Gary Ahrens|Howard Bdaiwi|VPN Remote access software|4
386|Data security management|Michael Scott,Keven Robinson,Kerryn Risley,Nicole Bola|Jason Luzi|Global Relay eMail Archive|4
387|Architecture|REBECCA McGuire,Brian Tenenblatt,Gary Ahrens,Bill Wiley|Constance Daily|Serverless AWS Infrastructure|4
388|Data security management|Keven Robinson,Kerryn Risley,Nicole Bola,Jaidi Mantia|Jeffrey Dixon|InfoSphere Guardium Database Activity Monitor|4
389|AWS|Brian Tenenblatt,Gary Ahrens,Bill Wiley,|Linda Reque|Vulnerability scanning tool for  containers.|4
390|Data security management|Kerryn Risley,Nicole Bola,Jaidi Mantia,|Sean Catmull|Hyperion Enterprise Performance Management|4
391|Portfolio management|Judith Angulo,TIMOTHY Murphy,Gerald SIDOTI|Franklin WISEMAN|Internal Application project review board|4
392|Data security management|Jessica Burns,Steven Canedy,MIKE Cohen|Brian Wilkinson|Internal Audit portal for extracting, analyzing and managing cloud data|4
393|Data security management|TIMOTHY Murphy,Gerald SIDOTI,Brooks Santangelo|Matthew Chinian|Intrusion Detection System|4
394|Document management|Steven Canedy,MIKE Cohen,Robert Delise|Sam ostendorf|Document Imaging|4
395|Application management tool|Gerald SIDOTI,Brooks Santangelo,Vilen Gordon|Jeffrey Brockenbrough|SAVVIS Internet/Extranet Peering|4
396|Application management tool|MIKE Cohen,Robert Delise,David Chamorro|Lawrence Westen|Info Sec architecture apps|4
397|Application management tool|Brooks Santangelo,Vilen Gordon,Douglas Martinez|joseph Walker|Global AGS for Information Security Engineering. All projects/resources will start using this AGS.|4
398|Data security management|Robert Delise,David Chamorro,Tim Saiz|MARK Saxonis|Internal Single Sign-On (OKTA)|4
399|Development tool|Vilen Gordon,Douglas Martinez,WILMARC Vienot|Marie Papanikolas|Job Access Management System|4
400|Development tool|David Chamorro,Tim Saiz,John Chevez|John Verbit|CloudBees Jenkins Enterprise|4
401|Development tool|Douglas Martinez,WILMARC Vienot,Justin Kapadia|Christopher Gavin|Atlassian JIRA|4
402|Data Analytics|Tim Saiz,John Chevez,Robert Basalik|Steven Pazzaglia|On Demand Analytics Platform|4
403|Data security management|WILMARC Vienot,Justin Kapadia,Douglas Giarratano|Frank Antonizio|Oracle Enterprise Manager|4
404|Development tool|John Chevez,Robert Basalik,Randi Linn|Lance Roberts|Email functions in Office 365|4
405|Data security management|Justin Kapadia,Douglas Giarratano,Thomas Bennett|Monica Dills|Oracle Internet Directory|4
406|Data security management|Robert Basalik,Randi Linn,William Powell|James Christopher|Dell Open Manage|4
407|Data Analytics|Douglas Giarratano,Thomas Bennett,JOSEPH Farrington|Kevin DelPrete|Efocus data compilation and anlysis|4
408|Data security management|Randi Linn,William Powell,William Beardsley|Brent EXUM|Online Warehouse|4
409|Development tool|Thomas Bennett,JOSEPH Farrington,Diane Leisure|Erin Hentges|Optum|4
410|Development tool|William Powell,William Beardsley,Phyllis bailey|Gale SUNG|Open Technology Real Services|4
411|Communication|JOSEPH Farrington,Diane Leisure,ANTHONY Cordier|Erik Archibald|Outlook Web Access|4
412|Data security management|William Beardsley,Phyllis bailey,FRANCES Clark|Scott Hernandez|Capacity Optimization for db|4
413|Data security management|Diane Leisure,ANTHONY Cordier,George Hays|Donald Coughlin|Whole Disk Encryption|4
414|Data security management|Phyllis bailey,FRANCES Clark,Noelle Eaton|Christina Bailey|Security Behavior Management|4
415|Development tool|ANTHONY Cordier,George Hays,JEFFREY chan|Philip Hirt|Platform Engineering AGS - Only to be used in DEV|4
416|Data security management|FRANCES Clark,Noelle Eaton,Douglas Voyles|Gregory CIAMBRIELLO|Pleasant Password Server|4
417|Data security management|George Hays,JEFFREY chan,Leslie MALONE|Linda Noack|SaaS product that facilitates the risk assessment of COMPANY's third party vendors|4
418|Development tool|Noelle Eaton,Douglas Voyles,Gregory Madurski|John FUMERO|Proofpoint|4
419|Development tool|JEFFREY chan,Leslie MALONE,Katherine Prussman|Richard Mitchell|PeopleSoft - Financial Information System|4
420|Trade Info|Douglas Voyles,Gregory Madurski,Denise Vander Ark|Elaine Lockowitz|Public Offering System (formerly COBRA2)|4
421|Development tool|Leslie MALONE,Katherine Prussman,Ronald Harsche|Heather Manganelli|Linux server configuration management|4
422|Testing-Quality Mangement|Gregory Madurski,Denise Vander Ark,Linda Zimmerman|Robert Bohlen|Quality Center|4
423|Data security management|Katherine Prussman,Ronald Harsche,Samuel Weiss|Dominic GILKER|Qualys Security Scans (Vulnerability Management)|4
424|Data security management|Denise Vander Ark,Linda Zimmerman,John Petit|Timothy DelVecchio|Quantum Encryption|4
425|Development tool|Ronald Harsche,Samuel Weiss,Adam Phillips|Roma Vanderbilt|QuestionMark On-Demand|4
426|Registration|Linda Zimmerman,John Petit,Karen SIMMONS|William CLARK|Registration Applications Management Portfolio|4
427|Data security management|Samuel Weiss,Adam Phillips,Eric Edwards|Blaine Manemanus|RAMP Data In|4
428|Data security management|John Petit,Karen SIMMONS,Teresa Rodman|ADAM Langlois|RAMP Data Out|4
429|Data Analytics|Adam Phillips,Eric Edwards,Edward Radford|Russell Theoharis|Reporting And Visualization Engine|4
430|Data Analytics|Karen SIMMONS,Teresa Rodman,JOSEPH Ross|Paul McAfee|Link Analysis is a framework that identifies relationships across entities within COMPANY data.|4
431|Data security management|Eric Edwards,Edward Radford,William Cottle|Laura Hutzelman|EMC RecoverPoint Appliances|4
432|Development tool|Teresa Rodman,JOSEPH Ross,Israel DiLeo|Terry Tobin|Pentaho data integrator (PDI) is used as the ETL tool to move data between different locations.|4
433|Development tool|Edward Radford,William Cottle,Ian Cummings|Gordon Remmert|REMS|4
434|Data security management|JOSEPH Ross,Israel DiLeo,Gerald Otto|Christopher Burrington|RSA ClearTrust|4
435|Data security management|William Cottle,Ian Cummings,Ruth Mohan|Mark Carroccio|RSA Security Analytics|4
436|Development tool|Israel DiLeo,Gerald Otto,Clayton SHIPPY|Mark Dikdan|rsync OS Utility|4
437|Data security management|Ian Cummings,Ruth Mohan,Grant Somogyi|James Fernandes|SafeSend is an Outlook add-in available for Windows users to help avoid sending email to unwanted external email recipients.  SafeSend is part of a larger Data Loss Prevention program within COMPANY.  SafeSend is a mandatory installation on all COMPANY Windows computers. Please note that this feature is not available for Mac computers. SafeSend works automatically with Outlook email, providing a prompt to verify each external email recipient as well as any email attachments before the email will be|4
438|Testing-Quality Mangement|Gerald Otto,Clayton SHIPPY,Marie Kach|Tracy Fitzgerald|Automated software testing platform|4
439|Data security management|Ruth Mohan,Grant Somogyi,Sanjiv Lawson|monte Toureau|Scansafe Web Filtering|4
440|Data security management|Clayton SHIPPY,Marie Kach,Matthew Eddy|Penny Herskovics|System Center Configuration Manager - For Desktops|4
441|Data security management|Grant Somogyi,Sanjiv Lawson,Hubert Mundigo|Troy Curtis|System Center Configuration Manager - For Servers|4
442|Data security management|Marie Kach,Matthew Eddy,Gerald Benjamin|REBECCA Wilkers|System Center Operations Manager|4
443|Data security management|Sanjiv Lawson,Hubert Mundigo,Patrick Carbone|Dana Yi|Telephone firewall that protects COMPANY's telephone systems from abuse and telephony-based attacks.|4
444|Data security management|Matthew Eddy,Gerald Benjamin,Karen Thompson|David Scipione|SecureTrack|4
445|Data security management|Hubert Mundigo,Patrick Carbone,Daniel Page|Scott Smith|RSA Authentication Manager (SecurID)|4
446|Data security management|Gerald Benjamin,Karen Thompson,Robert Ross-Rafii|Meighan Pereira|Shared File Transfer Gateway|4
447|Data security management|Patrick Carbone,Daniel Page,Deborah Baise|COLIN FRASER|SFTI Network Connectivity|4
448|Communication tool|Karen Thompson,Robert Ross-Rafii,Richard Tortorici|Carole Wheeler|Sharepoint in the Microsoft Cloud|4
449|Development tool|Daniel Page,Deborah Baise,Paul Callas|james Huning|Shredder|4
450|Communication tool|Robert Ross-Rafii,Richard Tortorici,Veronica Christensen|Dennis Lile|Slack brings all your communication together in 1 place. It's real-time messaging, archiving and search for modern teams.|4
451|Data security management|Deborah Baise,Paul Callas,Mark Tomme|Joseph Maher|Software Defined Storage|4
452|Development tool|Richard Tortorici,Veronica Christensen,Michael BRANNON|David Sanchez|Jabber|4
453|Testing-Quality Mangement|Paul Callas,Mark Tomme,Gary Piechowski|Michael Roth|Software Quality Dashboard|4
454|Development tool|Veronica Christensen,Michael BRANNON,John jordan|Paul Kallio|Code quality analysis tool|4
455|Development tool|Mark Tomme,Gary Piechowski,HERB Grimm|Dennis PAUL|Cloud based innovation management software|4
456|Development tool|Michael BRANNON,John jordan,GEORGE Turner|Derek Ruffolo|SPLUNK|4
457|Data Analytics|Gary Piechowski,HERB Grimm,Brant Crichlow|Gregg Gadit|Replacement for REQST project in cloud|4
458|Development tool|John jordan,GEORGE Turner,Linda Brillhart|Keith Moreno|SpringSource ActiveMQ|4
459|Development tool|HERB Grimm,Brant Crichlow,George Day|Shelly Covino|SpringSource Apache|4
460|Development tool|GEORGE Turner,Linda Brillhart,J. Janssen|Mohamed Miller|SpringSource Tomcat|4
461|Data security management|Brant Crichlow,George Day,James Steinhaus|Matthew Turville|Shared Services Engineering Application Infrastructure|4
462|Data security management|Linda Brillhart,J. Janssen,Raymond Alvar|Paul Lozada|HTTPS Certificate Management|4
463|Activity Tracking|George Day,James Steinhaus,Joseph Daurio|TODD ushyarov|System for Tracking Activities for Contract |4
464|Data security management|J. Janssen,Raymond Alvar,Christopher Smith|Michael Seibt|RDF Database.  This is a 3rd party database we will use for AGS: RDF. it's very similar to AGS: SOLR.   |4
465|Risk monitoring|James Steinhaus,Joseph Daurio,Thomas Coker|Mary Levin|STARStream - SPRU Tool for Risk Exam Analysis  Management|4
466|Data Analytics|Raymond Alvar,Christopher Smith,Gerald Rodelli|Jay Johnson|Stock Record Analytics|4
467|Data Analytics|Joseph Daurio,Thomas Coker,Joseph Love|Daniel Hunter|This is for tasks categorized under surveillance/ data analytics using machine learning|4
468|Survey|Christopher Smith,Gerald Rodelli,Debra Brinkman|William Jowdy|Provides on-demand survey capability|4
469|Testing-Quality Mangement|Thomas Coker,Joseph Love,roroor DELFIN|Bart O'Neill|Testing & Continuing Education|4
470|Data security management|Gerald Rodelli,Debra Brinkman,D.Flint Maslin|Kesia Winters|Transparency Data Repository|4
471|Text recognition|Joseph Love,roroor DELFIN,Michelle Fairbanks|Richard Baer|Text Analytics|4
472|Data security management|Debra Brinkman,D.Flint Maslin,Randy Harding|Christopher Stoll|This is the AWS hosted suite of Thales (formerly Vormetric) solutions, currently spanning Data Security Manager (DSM) (e.g. key servers), Vormetric Transparent Encryption (VTE), and VaultlessTokenization Server (VTS).|4
473|Database|roroor DELFIN,Michelle Fairbanks,Howard Bdaiwi|Robert Bacon|Tool for Oracle Application Developers|4
474|Security Management|D.Flint Maslin,Randy Harding,Jason Luzi|Tony Pappas|Tripwire Enterprise|4
475|Data Analytics|Michelle Fairbanks,Howard Bdaiwi,Constance Daily|ROBERT Azanow|Data visualization tools|4
476|Testing-Quality Mangement|Randy Harding,Jason Luzi,Jeffrey Dixon|Nathaniel Frejlach|Used for creating test accounts.|4
477|Data Migration|Howard Bdaiwi,Constance Daily,Linda Reque|Robert Hershman|User State Migration Tool|4
478|Data security management|Jason Luzi,Jeffrey Dixon,Sean Catmull|Michael Ehlinger|Schlage Security Management System|4
479|Data Analytics|Constance Daily,Linda Reque,Franklin WISEMAN|Michael Grimes|Varonis DatAdvantage|4
480|General software|Jeffrey Dixon,Sean Catmull,Brian Wilkinson|Josh Arlia|Veritas Foundation Suite|4
481|Text recognition|Linda Reque,Franklin WISEMAN,Matthew Chinian|Joseph Bukowsky|Veritext|4
482|Cloud conference|Sean Catmull,Brian Wilkinson,Sam ostendorf|JOSEPH Archer|A cloud based conferencing service|4
483|Architecture|Franklin WISEMAN,Matthew Chinian,Jeffrey Brockenbrough|CARLOS Chapman|Central Relational Interface Service Platform|4
484|Data security management|Brian Wilkinson,Sam ostendorf,Lawrence Westen|Margaret Cherry|Crowdstrike is an endpoint advanced threat detection tool|4
485|Development tool|Matthew Chinian,Jeffrey Brockenbrough,joseph Walker|Christopher Wujnovich|Data Access Service Layer|4
486|Data Analytics|Sam ostendorf,Lawrence Westen,MARK Saxonis|FREDDIE krikorian|Develop several machine learning models that can detect potential data quality issues before a downstream impact.|4
487|data management|Jeffrey Brockenbrough,joseph Walker,Marie Papanikolas|Sheila Hagler|Data Services collection and reorting|4
488|Application management tool|Lawrence Westen,MARK Saxonis,John Verbit|Peter CESARONI|Spark Managed Service in AWS|4
489|Development tool|joseph Walker,Marie Papanikolas,Christopher Gavin|Michael Scott|DataGenerator|4
490|data management|MARK Saxonis,John Verbit,Steven Pazzaglia|REBECCA McGuire|Data Management System|4
491|data management|Marie Papanikolas,Christopher Gavin,Frank Antonizio|Keven Robinson|InfoSphere Data Stage|4
492|data management|John Verbit,Steven Pazzaglia,Lance Roberts|Brian Tenenblatt|Data Collection Framework|4
493|Data security management|Christopher Gavin,Frank Antonizio,Monica Dills|Kerryn Risley|DevSecOps application portfolio|4
494|Data Analytics|Steven Pazzaglia,Lance Roberts,James Christopher|Gary Ahrens|Data Investigation Visualization Exploration Research |4
495|Data security management|Frank Antonizio,Monica Dills,Kevin DelPrete|Nicole Bola|Domain Name System (Infoblox)|4
496|Data security management|Lance Roberts,James Christopher,Brent EXUM|Bill Wiley|Accellion - Enterprise-class secure mobile file sharing solutions|4
497|Data security management|Monica Dills,Kevin DelPrete,Erin Hentges|Jaidi Mantia|DOCUSIGN APP|4
498|Data Analytics|James Christopher,Brent EXUM,Gale SUNG|Monica Dills|customer complaint anlaytics|4
499|Development tool|Kevin DelPrete,Erin Hentges,Erik Archibald|James Christopher|Enterprise Search (ESP). Search as a service.|4
500|Project151|Brent EXUM,Gale SUNG,Scott Hernandez|Kevin DelPrete|Data Staging Hub|4
501|Development tool|Erin Hentges,Erik Archibald,Donald Coughlin|Brent EXUM|Visualization Utility|4
502|Development tool|Gale SUNG,Scott Hernandez,Christina Bailey|Erin Hentges|UI centralized library|4
503|Cloud Migration|Erik Archibald,Donald Coughlin,Philip Hirt|Gale SUNG|this team migrated exam workspace onto the AWS cloud|4
504|COMPANY Mobile App|Scott Hernandez,Christina Bailey,Gregory CIAMBRIELLO|Erik Archibald|created a COMPANY mobile application app for external and internal users, both on Apple iOS and Android|4
505|COMPANY Enterprise App|Donald Coughlin,Philip Hirt,Linda Noack|Scott Hernandez|created an internal COMPANY Enterprise App using JAVA and C++, and Python|4
506|Python|Christina Bailey,Gregory CIAMBRIELLO,John FUMERO|Donald Coughlin|created a data scraper application for exam teams using Python|4
507|Java|Philip Hirt,Linda Noack,Richard Mitchell|Christina Bailey|used new framework in Java to develop email review system|4
508|Analytics|Gregory CIAMBRIELLO,John FUMERO,Elaine Lockowitz|Philip Hirt| created an analytics workbook for exam teams using databases|4
509|Financial Project|Linda Noack,Richard Mitchell,Heather Manganelli|Gregory CIAMBRIELLO|mined people solutions data for compensation needs study|4
510|Artificial Intelligence Working Group|John FUMERO,Elaine Lockowitz,Robert Bohlen|Linda Noack|created artificial intelligence working group to deal with new Fintech issues |4
511|Machine Learning|Richard Mitchell,Heather Manganelli,Dominic GILKER|John FUMERO|team used machine learning to develop a tool for dispute resolution's mediation program|4
512|Machine Learning|Elaine Lockowitz,Robert Bohlen,Timothy DelVecchio|Richard Mitchell|used linear regression and clustering for developing examination desktop platform|4
513|Open Source Data Mining Project|Heather Manganelli,Dominic GILKER,Roma Vanderbilt|Elaine Lockowitz|use open source intelligence collection to develop arbitration database|4
514|Software Project 1|Robert Bohlen,Timothy DelVecchio,William CLARK|Heather Manganelli|develop online tool for employees and data mananagement, data base SQL, database, Postgres|4
515|Market Regulation Software Project|Dominic GILKER,Roma Vanderbilt,Blaine Manemanus|Robert Bohlen|built market regulation software using Java, C++, Python to scan and surveil market makers and floor brokers|4
516|Call Detail Records|Timothy DelVecchio,William CLARK,ADAM Langlois|Dominic GILKER|Call Detail Records,an appliance that collects serial data from the phone switch  that logs all DID info on calls made and received. This buffer will push the data to kwalxutilp035 server.|4
517|Short Tenders|Roma Vanderbilt,Blaine Manemanus,Russell Theoharis|Timothy DelVecchio|Trade Data Dissemination & reporter portal,|4
518|Artificial Intelligence Project 3833|William CLARK,ADAM Langlois,Paul McAfee|Roma Vanderbilt|conduct proof of concept on ai artificial intelligence project for creating an employee data tool|4
519|Machine Learning|Blaine Manemanus,Russell Theoharis,Laura Hutzelman|William CLARK| use tensorflow tensor flow for machine learning project for exam workspace|4
520|Software Development Project 383|ADAM Langlois,Paul McAfee,Terry Tobin|Blaine Manemanus|software development project concerning webscraping technologies for blotter analytics project|4
521|Insider Trading Software Project|Russell Theoharis,Laura Hutzelman,Gordon Remmert|ADAM Langlois|development of insider trading surveillance toolkit uses C++, JAVA, SQL|4
522|COMPANY Technology|Paul McAfee,Terry Tobin,Christopher Burrington|Russell Theoharis|COMPANY technology architecture restructuring|4
523|Automated Fraud Modeling|Laura Hutzelman,Gordon Remmert,Mark Carroccio|Paul McAfee|data mining, database, python, postgre, statistics, regression|4
524| Statistics Working Group|Terry Tobin,Christopher Burrington,Mark Dikdan|Laura Hutzelman|data analytics team, stats, statistics, R, matlab|4
525|UX|Gordon Remmert,Mark Carroccio,James Fernandes|Terry Tobin|Upgrade firm facing Uis|4
526|UX|Christopher Burrington,Mark Dikdan,Tracy Fitzgerald|Gordon Remmert|New UI integration to existing apps|4
527|UX|Mark Carroccio,James Fernandes,monte Toureau|Christopher Burrington|Application Host for UI projects|4
528|Data security management|Mark Dikdan,Tracy Fitzgerald,Penny Herskovics|Mark Carroccio|User account for COMPANY Gateways. This will collect, store and provide access to customer settings, preferences, etc.|4
529|UX|James Fernandes,monte Toureau,Troy Curtis|Mark Dikdan|Work Management for Gateways|4
530|Security Management|Tracy Fitzgerald,Penny Herskovics,REBECCA Wilkers|James Fernandes|support for 911 calls|4
531|Data Analytics|monte Toureau,Troy Curtis,Dana Yi|Tracy Fitzgerald|maintain analytics tools and serverseAnalytics|4
532|Trade Processing|Penny Herskovics,REBECCA Wilkers,David Scipione|monte Toureau|CPU-automation - processes all incoming productions from member firms. |4
533|Search|Troy Curtis,Dana Yi,Scott Smith|Penny Herskovics|Investigate cloud based search apps|4
534|Exam Planning|REBECCA Wilkers,David Scipione,Meighan Pereira|Troy Curtis|maintain and update Exam Planning application|4
535|Data security management|Dana Yi,Scott Smith,COLIN FRASER|REBECCA Wilkers|maintain Enterprise Web Security|4
536|Exam |David Scipione,Meighan Pereira,Carole Wheeler|Dana Yi|maintain and enhance Exam Workspace|4
537|Disciplinary Actions|Scott Smith,COLIN FRASER,james Huning|David Scipione|maintain Disciplinary Actions System|4
538|Document management|Meighan Pereira,Carole Wheeler,Dennis Lile|Scott Smith|AWS File Management System|4
539|Data security management|COLIN FRASER,james Huning,Joseph Maher|Meighan Pereira|fileX is a centralized File Transfer Platform that provides a single end point for sending, tracking and receiving files in a fully secure environment. fileX supports multiple file transfer mechanisms such as SFTP, HTTPS and AWS S3 Direct file |4
540|Filings|Carole Wheeler,Dennis Lile,David Sanchez|COLIN FRASER|process Financial Filings from Firmsfor reporting and risk management|4
541|Application management tool|james Huning,Joseph Maher,Michael Roth|Carole Wheeler|support and maintain Metastore Services|4
542|Support|Dennis Lile,David Sanchez,Paul Kallio|james Huning|Utility Server and DB for the Service Management team.  Also contains legacy reports from the retired system.|4
543|Security Management|Joseph Maher,Michael Roth,Dennis PAUL|Dennis Lile|Supports Active Directory services for security purpose (security policy enforcement, user authentication, access to resources, etc.). |4
544|Testing-Quality Mangement|David Sanchez,Paul Kallio,Derek Ruffolo|Joseph Maher|Test resilience of cloud Auto Scaling Groups |4
545|Fixed Income Products|Michael Roth,Dennis PAUL,Gregg Gadit|David Sanchez|maintain Multi-Product Platform for Fixed Income|4
546|NMS Equity Products|Paul Kallio,Derek Ruffolo,Keith Moreno|Michael Roth|maintain Multi-Product Platform for NMS Equity|4
547|OTC Equity Products|Dennis PAUL,Gregg Gadit,Shelly Covino|Paul Kallio|maintain Multi-Product Platform for OTC Equity|4
548|Product Repository|Derek Ruffolo,Keith Moreno,Mohamed Miller|Dennis PAUL|maintain Multi-product Platform Repository Data Warehouse|4
549|Patterns|Gregg Gadit,Shelly Covino,Matthew Turville|Derek Ruffolo|maintain Market Regulation Surveillance Patterns|4
550|Data security management|Keith Moreno,Mohamed Miller,Paul Lozada|Gregg Gadit| Team Foundation Server management|4
551|Data cleansing|Shelly Covino,Matthew Turville,TODD ushyarov|Keith Moreno|AWS automation to process RDS Snapshots, obfuscate them, and bring them down to lower environments.|4
552|Tech policy|Mohamed Miller,Paul Lozada,Michael Seibt|Shelly Covino|Backup and recovery procedures|4
553|Application management tool|Matthew Turville,TODD ushyarov,Mary Levin|Mohamed Miller|Net usage tracking|4
554|Security Management|Paul Lozada,Michael Seibt,Jay Johnson|Matthew Turville|Fingerprinting and investigations|4
555|Development tool|TODD ushyarov,Mary Levin,Daniel Hunter|Paul Lozada|Next Generation Apps development tools|4
556|Infrastructure management|Michael Seibt,Jay Johnson,William Jowdy|TODD ushyarov|Infrastructure Management  procedures and policies|4
557|License application|Mary Levin,Daniel Hunter,Bart O'Neill|Michael Seibt|Mortgage Licensing System|4
558|Security Management|Jay Johnson,William Jowdy,Kesia Winters|Mary Levin|Both MPP and OTCBB directly access for customer authentication and authorication purposes. |4
559|Planning|Daniel Hunter,Bart O'Neill,Richard Baer|Jay Johnson|Technology roadmap planning and milestones|4
560|Support|William Jowdy,Kesia Winters,Christopher Stoll|Daniel Hunter|Service portal used by IT staff for working tickets and by all of COMPANY for requesting IT services and equipment. |4
561|Survey|Bart O'Neill,Richard Baer,Robert Bacon|William Jowdy|build and maintain bulk email and survey service.|4
562|Market Events|Kesia Winters,Christopher Stoll,Tony Pappas|Bart O'Neill| single platform for viewing contextual data related to a market event from external and internal sources, including news analytics, alerts and market data.|4
563|alert and case management|Richard Baer,Robert Bacon,ROBERT Azanow|Kesia Winters| application suite comprises of all Alert and Case management tools within Market Regulation department.|4
564|Application management tool|Christopher Stoll,Tony Pappas,Nathaniel Frejlach|Richard Baer|Microsoft BitLocker Administration and Monitoring|4
565|Security Management|Robert Bacon,ROBERT Azanow,Robert Hershman|Christopher Stoll|employ AntiVirus Software- Server and Scans- EPO console|4
566|Case repository|Tony Pappas,Nathaniel Frejlach,Michael Ehlinger|Robert Bacon|Maintain and expand case repository system |4
567|Firm Information|ROBERT Azanow,Robert Hershman,Michael Grimes|Tony Pappas|process and maintain consumer-facing firm report cards|4
568|Data Analytics|Nathaniel Frejlach,Michael Ehlinger,Josh Arlia|ROBERT Azanow|Member Data Repository|4
569|Application management tool|Robert Hershman,Michael Grimes,Joseph Bukowsky|Nathaniel Frejlach|Metadata Assistant|4
570|Enforcement apps|Michael Ehlinger,Josh Arlia,JOSEPH Archer|Robert Hershman|maintain Enforcement Data Model, DB, and related products|4
571|Enforcement apps|Michael Grimes,Joseph Bukowsky,CARLOS Chapman|Michael Ehlinger|support Enforcement Work Product app|4
572|Cloud migration|Josh Arlia,JOSEPH Archer,Margaret Cherry|Michael Grimes|transition Enterprise apps to the cloud|4
573|Alerts|Joseph Bukowsky,CARLOS Chapman,Christopher Wujnovich|Josh Arlia|support Business Alerting Platform|4
574|Messaging Platform|JOSEPH Archer,Margaret Cherry,FREDDIE krikorian|Joseph Bukowsky|support Enterprise Solutions Messaging Platform|4
575|Enterprise apps|CARLOS Chapman,Christopher Wujnovich,Sheila Hagler|JOSEPH Archer|maintain content in Enterprise Reference Database|4
576|Security Management|Margaret Cherry,FREDDIE krikorian,Peter CESARONI|CARLOS Chapman|External Single Sign-on|4
577|Event management|Christopher Wujnovich,Sheila Hagler,Michael Scott|Margaret Cherry|Nasdaq Event Server is used for OTCBB scheduled event management. |4
578|Security Management|FREDDIE krikorian,Peter CESARONI,REBECCA McGuire|Christopher Wujnovich|support VPN Remote access|4
579|Scanning|Sheila Hagler,Michael Scott,Keven Robinson|FREDDIE krikorian|support enterprise scanning app|4
580|Finance Applications|Peter CESARONI,REBECCA McGuire,Brian Tenenblatt|Sheila Hagler|maintain and develop custom  Finance Applications|4
581|Admin Requests|Michael Scott,Keven Robinson,Kerryn Risley|Peter CESARONI|maintain Administrative Worklist Service|4
582|Registration|REBECCA McGuire,Brian Tenenblatt,Gary Ahrens|Michael Scott|Migrate registration apps to cloud|4
583|Fax|Keven Robinson,Kerryn Risley,Nicole Bola|REBECCA McGuire|support fax messaging system|4
584|Requests|Brian Tenenblatt,Gary Ahrens,Bill Wiley|Keven Robinson|maintain app for customer inquiry and service requests.|4
585|Security Management|Kerryn Risley,Nicole Bola,Jaidi Mantia|Brian Tenenblatt|develop and distribute monthly op systems patches|4
586|Product  management|Gary Ahrens,Bill Wiley,|Kerryn Risley|attend product management conferences|4
587|Software licenses|Nicole Bola,Jaidi Mantia,|Gary Ahrens|manage software licenses and distribution|4
588|Financial capability|Vilen Gordon,Douglas Martinez,WILMARC Vienot,Justin Kapadia|Nicole Bola|Safe investment education seminar|5
589|Financial capability|David Chamorro,Tim Saiz,John Chevez,Robert Basalik|Bill Wiley|SaveAndInvest.org|5
590|Financial capability|Douglas Martinez,WILMARC Vienot,Justin Kapadia,Douglas Giarratano|Jaidi Mantia|usfinancialcapability.org|5
591|Finance 1|Tim Saiz,John Chevez,Robert Basalik,Randi Linn|Judith Angulo|conduct financial portfolio review, CFA, certified financial analysis  |5
592|Ponzi Scheme Roundtable|WILMARC Vienot,Justin Kapadia,Douglas Giarratano,Thomas Bennett|Jessica Burns|conducted roundtable on ponzi schemes and fraud detection|5
593|Investor EduBIGHATion|John Chevez,Robert Basalik,Randi Linn,William Powell|TIMOTHY Murphy|conducted investor education outreach involving vulnerable adults and senior investors|5
594|Accounting GAAP Review|Justin Kapadia,Douglas Giarratano,Thomas Bennett,JOSEPH Farrington|Steven Canedy|review of firm use of GAAP in their regulatory reporting, accounting generally accepted accounting principles|5
